player1 | 2950 | Level 2 | 2025-10-22 18:39:54
player1 | 2960 | Level 2 | 2025-10-22 18:39:56
player1 | 2970 | Level 2 | 2025-10-22 18:39:58
player1 | 2980 | Level 2 | 2025-10-22 18:40:00
player1 | 2990 | Level 2 | 2025-10-22 18:40:02
player1 | 3000 | Level 2 | 2025-10-22 18:40:04
player1 | 3010 | Level 2 | 2025-10-22 18:40:05
player1 | 3020 | Level 2 | 2025-10-22 18:40:07
player1 | 3030 | Level 2 | 2025-10-22 18:40:09
player1 | 3040 | Level 2 | 2025-10-22 18:40:11
player1 | 3050 | Level 2 | 2025-10-22 18:40:13
player1 | 3060 | Level 2 | 2025-10-22 18:40:14
player1 | 3070 | Level 2 | 2025-10-22 18:40:16
player1 | 140 | Level 2 | 2025-10-22 18:41:16
player1 | 150 | Level 2 | 2025-10-22 18:41:18
player1 | 220 | Level 2 | 2025-10-22 18:46:50
player1 | 230 | Level 2 | 2025-10-22 18:46:52
player1 | 240 | Level 2 | 2025-10-22 18:46:54
player1 | 250 | Level 2 | 2025-10-22 18:46:56
player1 | 260 | Level 2 | 2025-10-22 18:46:58
player1 | 270 | Level 2 | 2025-10-22 18:46:59
player1 | 280 | Level 2 | 2025-10-22 18:47:01
player1 | 290 | Level 2 | 2025-10-22 18:47:03
player1 | 300 | Level 2 | 2025-10-22 18:47:05
player1 | 310 | Level 2 | 2025-10-22 18:47:07
player1 | 320 | Level 2 | 2025-10-22 18:47:10
player1 | 330 | Level 2 | 2025-10-22 18:47:12
player1 | 340 | Level 2 | 2025-10-22 18:47:14
player1 | 350 | Level 2 | 2025-10-22 18:47:16
player1 | 360 | Level 2 | 2025-10-22 18:47:18
player1 | 370 | Level 2 | 2025-10-22 18:47:20
player1 | 380 | Level 2 | 2025-10-22 18:47:23
player1 | 390 | Level 2 | 2025-10-22 18:47:26
player1 | 120 | Level 2 | 2025-10-22 18:50:35
player1 | 130 | Level 2 | 2025-10-22 18:50:37
player1 | 140 | Level 2 | 2025-10-22 18:50:40
player1 | 150 | Level 2 | 2025-10-22 18:50:43
player1 | 160 | Level 2 | 2025-10-22 18:50:46
player1 | 170 | Level 2 | 2025-10-22 18:50:48
player1 | 180 | Level 2 | 2025-10-22 18:50:50
player1 | 190 | Level 2 | 2025-10-22 18:50:52
player1 | 200 | Level 2 | 2025-10-22 18:50:54
player1 | 210 | Level 2 | 2025-10-22 18:50:56
player1 | 220 | Level 2 | 2025-10-22 18:50:56
player1 | 230 | Level 2 | 2025-10-22 18:50:56
player1 | 240 | Level 2 | 2025-10-22 18:50:56
player1 | 250 | Level 2 | 2025-10-22 18:50:56
player1 | 260 | Level 2 | 2025-10-22 18:50:56
player1 | 270 | Level 2 | 2025-10-22 18:50:56
player1 | 280 | Level 2 | 2025-10-22 18:50:56
player1 | 290 | Level 2 | 2025-10-22 18:50:56
player1 | 300 | Level 2 | 2025-10-22 18:50:57
player1 | 310 | Level 2 | 2025-10-22 18:50:57
player1 | 320 | Level 2 | 2025-10-22 18:50:57
player1 | 330 | Level 2 | 2025-10-22 18:50:57
player1 | 340 | Level 2 | 2025-10-22 18:50:57
player1 | 350 | Level 2 | 2025-10-22 18:50:57
player1 | 360 | Level 2 | 2025-10-22 18:50:57
player1 | 370 | Level 2 | 2025-10-22 18:50:57
player1 | 380 | Level 2 | 2025-10-22 18:50:57
player1 | 390 | Level 2 | 2025-10-22 18:50:57
player1 | 400 | Level 2 | 2025-10-22 18:50:57
player1 | 410 | Level 2 | 2025-10-22 18:50:57
player1 | 420 | Level 2 | 2025-10-22 18:50:57
player1 | 430 | Level 2 | 2025-10-22 18:50:57
player1 | 440 | Level 2 | 2025-10-22 18:50:58
player1 | 450 | Level 2 | 2025-10-22 18:50:58
player1 | 460 | Level 2 | 2025-10-22 18:50:58
player1 | 470 | Level 2 | 2025-10-22 18:50:58
player1 | 480 | Level 2 | 2025-10-22 18:50:58
player1 | 490 | Level 2 | 2025-10-22 18:50:58
player1 | 500 | Level 2 | 2025-10-22 18:50:58
player1 | 510 | Level 2 | 2025-10-22 18:50:58
player1 | 520 | Level 2 | 2025-10-22 18:50:58
player1 | 530 | Level 2 | 2025-10-22 18:50:58
player1 | 540 | Level 2 | 2025-10-22 18:50:58
player1 | 550 | Level 2 | 2025-10-22 18:50:58
player1 | 560 | Level 2 | 2025-10-22 18:50:58
player1 | 570 | Level 2 | 2025-10-22 18:50:59
player1 | 580 | Level 2 | 2025-10-22 18:50:59
player1 | 590 | Level 2 | 2025-10-22 18:50:59
player1 | 600 | Level 2 | 2025-10-22 18:50:59
player1 | 610 | Level 2 | 2025-10-22 18:50:59
player1 | 620 | Level 2 | 2025-10-22 18:50:59
player1 | 630 | Level 2 | 2025-10-22 18:50:59
player1 | 640 | Level 2 | 2025-10-22 18:50:59
player1 | 650 | Level 2 | 2025-10-22 18:50:59
player1 | 660 | Level 2 | 2025-10-22 18:50:59
player1 | 670 | Level 2 | 2025-10-22 18:50:59
player1 | 680 | Level 2 | 2025-10-22 18:50:59
player1 | 690 | Level 2 | 2025-10-22 18:50:59
player1 | 700 | Level 2 | 2025-10-22 18:50:59
player1 | 710 | Level 2 | 2025-10-22 18:50:59
player1 | 720 | Level 2 | 2025-10-22 18:50:59
player1 | 730 | Level 2 | 2025-10-22 18:51:00
player1 | 740 | Level 2 | 2025-10-22 18:51:00
player1 | 750 | Level 2 | 2025-10-22 18:51:00
player1 | 760 | Level 2 | 2025-10-22 18:51:00
player1 | 770 | Level 2 | 2025-10-22 18:51:00
player1 | 780 | Level 2 | 2025-10-22 18:51:00
player1 | 790 | Level 2 | 2025-10-22 18:51:00
player1 | 800 | Level 2 | 2025-10-22 18:51:00
player1 | 810 | Level 2 | 2025-10-22 18:51:00
player1 | 820 | Level 2 | 2025-10-22 18:51:00
player1 | 830 | Level 2 | 2025-10-22 18:51:00
player1 | 840 | Level 2 | 2025-10-22 18:51:00
player1 | 850 | Level 2 | 2025-10-22 18:51:00
player1 | 860 | Level 2 | 2025-10-22 18:51:00
player1 | 870 | Level 2 | 2025-10-22 18:51:00
player1 | 880 | Level 2 | 2025-10-22 18:51:00
player1 | 890 | Level 2 | 2025-10-22 18:51:01
player1 | 900 | Level 2 | 2025-10-22 18:51:01
player1 | 910 | Level 2 | 2025-10-22 18:51:01
player1 | 920 | Level 2 | 2025-10-22 18:51:01
player1 | 930 | Level 2 | 2025-10-22 18:51:01
player1 | 940 | Level 2 | 2025-10-22 18:51:01
player1 | 950 | Level 2 | 2025-10-22 18:51:01
player1 | 960 | Level 2 | 2025-10-22 18:51:01
player1 | 970 | Level 2 | 2025-10-22 18:51:01
player1 | 980 | Level 2 | 2025-10-22 18:51:01
player1 | 990 | Level 2 | 2025-10-22 18:51:01
player1 | 1000 | Level 2 | 2025-10-22 18:51:01
player1 | 1010 | Level 2 | 2025-10-22 18:51:02
player1 | 1020 | Level 2 | 2025-10-22 18:51:02
player1 | 1030 | Level 2 | 2025-10-22 18:51:02
player1 | 1040 | Level 2 | 2025-10-22 18:51:02
player1 | 1050 | Level 2 | 2025-10-22 18:51:02
player1 | 1060 | Level 2 | 2025-10-22 18:51:02
player1 | 1070 | Level 2 | 2025-10-22 18:51:02
player1 | 1080 | Level 2 | 2025-10-22 18:51:02
player1 | 1090 | Level 2 | 2025-10-22 18:51:02
player1 | 1100 | Level 2 | 2025-10-22 18:51:03
player1 | 1110 | Level 2 | 2025-10-22 18:51:03
player1 | 1120 | Level 2 | 2025-10-22 18:51:03
player1 | 1130 | Level 2 | 2025-10-22 18:51:03
player1 | 1140 | Level 2 | 2025-10-22 18:51:03
player1 | 1150 | Level 2 | 2025-10-22 18:51:03
player1 | 1160 | Level 2 | 2025-10-22 18:51:03
player1 | 1170 | Level 2 | 2025-10-22 18:51:03
player1 | 1180 | Level 2 | 2025-10-22 18:51:03
player1 | 1190 | Level 2 | 2025-10-22 18:51:03
player1 | 1200 | Level 2 | 2025-10-22 18:51:04
player1 | 1210 | Level 2 | 2025-10-22 18:51:04
player1 | 1220 | Level 2 | 2025-10-22 18:51:04
player1 | 1230 | Level 2 | 2025-10-22 18:51:04
player1 | 1240 | Level 2 | 2025-10-22 18:51:04
player1 | 1250 | Level 2 | 2025-10-22 18:51:04
player1 | 1260 | Level 2 | 2025-10-22 18:51:04
player1 | 1270 | Level 2 | 2025-10-22 18:51:04
player1 | 1280 | Level 2 | 2025-10-22 18:51:04
player1 | 1290 | Level 2 | 2025-10-22 18:51:05
player1 | 1300 | Level 2 | 2025-10-22 18:51:05
player1 | 1310 | Level 2 | 2025-10-22 18:51:05
player1 | 1320 | Level 2 | 2025-10-22 18:51:05
player1 | 1330 | Level 2 | 2025-10-22 18:51:05
player1 | 1340 | Level 2 | 2025-10-22 18:51:05
player1 | 1350 | Level 2 | 2025-10-22 18:51:05
player1 | 1360 | Level 2 | 2025-10-22 18:51:05
player1 | 1370 | Level 2 | 2025-10-22 18:51:06
player1 | 1380 | Level 2 | 2025-10-22 18:51:06
player1 | 1390 | Level 2 | 2025-10-22 18:51:06
player1 | 1400 | Level 2 | 2025-10-22 18:51:06
player1 | 1410 | Level 2 | 2025-10-22 18:51:06
player1 | 1420 | Level 2 | 2025-10-22 18:51:06
player1 | 1430 | Level 2 | 2025-10-22 18:51:06
player1 | 1440 | Level 2 | 2025-10-22 18:51:06
player1 | 1450 | Level 2 | 2025-10-22 18:51:06
player1 | 1460 | Level 2 | 2025-10-22 18:51:07
player1 | 1470 | Level 2 | 2025-10-22 18:51:07
player1 | 1480 | Level 2 | 2025-10-22 18:51:07
player1 | 1490 | Level 2 | 2025-10-22 18:51:07
player1 | 1500 | Level 2 | 2025-10-22 18:51:07
player1 | 1510 | Level 2 | 2025-10-22 18:51:07
player1 | 1520 | Level 2 | 2025-10-22 18:51:07
player1 | 1530 | Level 2 | 2025-10-22 18:51:07
player1 | 1540 | Level 2 | 2025-10-22 18:51:07
player1 | 1550 | Level 2 | 2025-10-22 18:51:08
player1 | 1560 | Level 2 | 2025-10-22 18:51:08
player1 | 1570 | Level 2 | 2025-10-22 18:51:08
player1 | 1580 | Level 2 | 2025-10-22 18:51:08
player1 | 1590 | Level 2 | 2025-10-22 18:51:08
player1 | 1600 | Level 2 | 2025-10-22 18:51:08
player1 | 1610 | Level 2 | 2025-10-22 18:51:08
player1 | 1620 | Level 2 | 2025-10-22 18:51:08
player1 | 1630 | Level 2 | 2025-10-22 18:51:08
player1 | 1640 | Level 2 | 2025-10-22 18:51:09
player1 | 1650 | Level 2 | 2025-10-22 18:51:09
player1 | 1660 | Level 2 | 2025-10-22 18:51:09
player1 | 1670 | Level 2 | 2025-10-22 18:51:09
player1 | 1680 | Level 2 | 2025-10-22 18:51:09
player1 | 1690 | Level 2 | 2025-10-22 18:51:09
player1 | 1700 | Level 2 | 2025-10-22 18:51:09
player1 | 1710 | Level 2 | 2025-10-22 18:51:09
player1 | 1720 | Level 2 | 2025-10-22 18:51:10
player1 | 1730 | Level 2 | 2025-10-22 18:51:10
player1 | 1740 | Level 2 | 2025-10-22 18:51:10
player1 | 1750 | Level 2 | 2025-10-22 18:51:10
player1 | 1760 | Level 2 | 2025-10-22 18:51:10
player1 | 1770 | Level 2 | 2025-10-22 18:51:10
player1 | 1780 | Level 2 | 2025-10-22 18:51:10
player1 | 1790 | Level 2 | 2025-10-22 18:51:10
player1 | 1800 | Level 2 | 2025-10-22 18:51:10
player1 | 1810 | Level 2 | 2025-10-22 18:51:10
player1 | 1820 | Level 2 | 2025-10-22 18:51:11
player1 | 1830 | Level 2 | 2025-10-22 18:51:11
player1 | 1840 | Level 2 | 2025-10-22 18:51:11
player1 | 1850 | Level 2 | 2025-10-22 18:51:11
player1 | 1860 | Level 2 | 2025-10-22 18:51:11
player1 | 1870 | Level 2 | 2025-10-22 18:51:11
player1 | 1880 | Level 2 | 2025-10-22 18:51:11
player1 | 1890 | Level 2 | 2025-10-22 18:51:11
player1 | 1900 | Level 2 | 2025-10-22 18:51:11
player1 | 1910 | Level 2 | 2025-10-22 18:51:11
player1 | 1920 | Level 2 | 2025-10-22 18:51:12
player1 | 1930 | Level 2 | 2025-10-22 18:51:12
player1 | 1940 | Level 2 | 2025-10-22 18:51:12
player1 | 1950 | Level 2 | 2025-10-22 18:51:12
player1 | 1960 | Level 2 | 2025-10-22 18:51:12
player1 | 1970 | Level 2 | 2025-10-22 18:51:12
player1 | 1980 | Level 2 | 2025-10-22 18:51:12
player1 | 1990 | Level 2 | 2025-10-22 18:51:12
player1 | 2000 | Level 2 | 2025-10-22 18:51:12
player1 | 2010 | Level 2 | 2025-10-22 18:51:13
player1 | 2020 | Level 2 | 2025-10-22 18:51:13
player1 | 2030 | Level 2 | 2025-10-22 18:51:13
player1 | 2040 | Level 2 | 2025-10-22 18:51:13
player1 | 2050 | Level 2 | 2025-10-22 18:51:13
player1 | 2060 | Level 2 | 2025-10-22 18:51:13
player1 | 2070 | Level 2 | 2025-10-22 18:51:13
player1 | 2080 | Level 2 | 2025-10-22 18:51:13
player1 | 2090 | Level 2 | 2025-10-22 18:51:13
player1 | 2100 | Level 2 | 2025-10-22 18:51:13
player1 | 2110 | Level 2 | 2025-10-22 18:51:14
player1 | 2120 | Level 2 | 2025-10-22 18:51:14
player1 | 2130 | Level 2 | 2025-10-22 18:51:14
player1 | 2140 | Level 2 | 2025-10-22 18:51:14
player1 | 2150 | Level 2 | 2025-10-22 18:51:14
player1 | 2160 | Level 2 | 2025-10-22 18:51:14
player1 | 2170 | Level 2 | 2025-10-22 18:51:14
player1 | 2180 | Level 2 | 2025-10-22 18:51:14
player1 | 2190 | Level 2 | 2025-10-22 18:51:14
player1 | 2200 | Level 2 | 2025-10-22 18:51:15
player1 | 2210 | Level 2 | 2025-10-22 18:51:15
player1 | 2220 | Level 2 | 2025-10-22 18:51:15
player1 | 2230 | Level 2 | 2025-10-22 18:51:15
player1 | 2240 | Level 2 | 2025-10-22 18:51:15
player1 | 2250 | Level 2 | 2025-10-22 18:51:15
player1 | 2260 | Level 2 | 2025-10-22 18:51:15
player1 | 2270 | Level 2 | 2025-10-22 18:51:15
player1 | 2280 | Level 2 | 2025-10-22 18:51:15
player1 | 2290 | Level 2 | 2025-10-22 18:51:15
player1 | 2300 | Level 2 | 2025-10-22 18:51:15
player1 | 2310 | Level 2 | 2025-10-22 18:51:16
player1 | 2320 | Level 2 | 2025-10-22 18:51:16
player1 | 2330 | Level 2 | 2025-10-22 18:51:16
player1 | 2340 | Level 2 | 2025-10-22 18:51:16
player1 | 2350 | Level 2 | 2025-10-22 18:51:16
player1 | 2360 | Level 2 | 2025-10-22 18:51:16
player1 | 2370 | Level 2 | 2025-10-22 18:51:16
player1 | 2380 | Level 2 | 2025-10-22 18:51:16
player1 | 2390 | Level 2 | 2025-10-22 18:51:16
player1 | 2400 | Level 2 | 2025-10-22 18:51:16
player1 | 2410 | Level 2 | 2025-10-22 18:51:17
player1 | 2420 | Level 2 | 2025-10-22 18:51:17
player1 | 2430 | Level 2 | 2025-10-22 18:51:17
player1 | 2440 | Level 2 | 2025-10-22 18:51:17
player1 | 2450 | Level 2 | 2025-10-22 18:51:17
player1 | 2460 | Level 2 | 2025-10-22 18:51:17
player1 | 2470 | Level 2 | 2025-10-22 18:51:17
player1 | 2480 | Level 2 | 2025-10-22 18:51:17
player1 | 2490 | Level 2 | 2025-10-22 18:51:17
player1 | 2500 | Level 2 | 2025-10-22 18:51:18
player1 | 2510 | Level 2 | 2025-10-22 18:51:18
player1 | 2520 | Level 2 | 2025-10-22 18:51:18
player1 | 2530 | Level 2 | 2025-10-22 18:51:18
player1 | 2540 | Level 2 | 2025-10-22 18:51:18
player1 | 2550 | Level 2 | 2025-10-22 18:51:18
player1 | 2560 | Level 2 | 2025-10-22 18:51:18
player1 | 2570 | Level 2 | 2025-10-22 18:51:18
player1 | 2580 | Level 2 | 2025-10-22 18:51:18
player1 | 2590 | Level 2 | 2025-10-22 18:51:18
player1 | 2600 | Level 2 | 2025-10-22 18:51:18
player1 | 2610 | Level 2 | 2025-10-22 18:51:19
player1 | 2620 | Level 2 | 2025-10-22 18:51:19
player1 | 2630 | Level 2 | 2025-10-22 18:51:19
player1 | 2640 | Level 2 | 2025-10-22 18:51:19
player1 | 2650 | Level 2 | 2025-10-22 18:51:19
player1 | 2660 | Level 2 | 2025-10-22 18:51:19
player1 | 2670 | Level 2 | 2025-10-22 18:51:19
player1 | 2680 | Level 2 | 2025-10-22 18:51:19
player1 | 2690 | Level 2 | 2025-10-22 18:51:19
player1 | 2700 | Level 2 | 2025-10-22 18:51:20
player1 | 2710 | Level 2 | 2025-10-22 18:51:20
player1 | 2720 | Level 2 | 2025-10-22 18:51:20
player1 | 2730 | Level 2 | 2025-10-22 18:51:20
player1 | 2740 | Level 2 | 2025-10-22 18:51:20
player1 | 2750 | Level 2 | 2025-10-22 18:51:20
player1 | 2760 | Level 2 | 2025-10-22 18:51:20
player1 | 2770 | Level 2 | 2025-10-22 18:51:20
player1 | 2780 | Level 2 | 2025-10-22 18:51:20
player1 | 2790 | Level 2 | 2025-10-22 18:51:20
player1 | 2800 | Level 2 | 2025-10-22 18:51:20
player1 | 2810 | Level 2 | 2025-10-22 18:51:21
player1 | 2820 | Level 2 | 2025-10-22 18:51:21
player1 | 2830 | Level 2 | 2025-10-22 18:51:21
player1 | 2840 | Level 2 | 2025-10-22 18:51:21
player1 | 2850 | Level 2 | 2025-10-22 18:51:21
player1 | 2860 | Level 2 | 2025-10-22 18:51:21
player1 | 2870 | Level 2 | 2025-10-22 18:51:21
player1 | 2880 | Level 2 | 2025-10-22 18:51:21
player1 | 2890 | Level 2 | 2025-10-22 18:51:21
player1 | 2900 | Level 2 | 2025-10-22 18:51:22
player1 | 2910 | Level 2 | 2025-10-22 18:51:22
player1 | 2920 | Level 2 | 2025-10-22 18:51:22
player1 | 2930 | Level 2 | 2025-10-22 18:51:22
player1 | 2940 | Level 2 | 2025-10-22 18:51:22
player1 | 2950 | Level 2 | 2025-10-22 18:51:22
player1 | 2960 | Level 2 | 2025-10-22 18:51:22
player1 | 2970 | Level 2 | 2025-10-22 18:51:22
player1 | 2980 | Level 2 | 2025-10-22 18:51:22
player1 | 2990 | Level 2 | 2025-10-22 18:51:22
player1 | 3000 | Level 2 | 2025-10-22 18:51:22
player1 | 3010 | Level 2 | 2025-10-22 18:51:23
player1 | 3020 | Level 2 | 2025-10-22 18:51:23
player1 | 3030 | Level 2 | 2025-10-22 18:51:23
player1 | 3040 | Level 2 | 2025-10-22 18:51:23
player1 | 3050 | Level 2 | 2025-10-22 18:51:23
player1 | 3060 | Level 2 | 2025-10-22 18:51:23
player1 | 3070 | Level 2 | 2025-10-22 18:51:23
player1 | 3080 | Level 2 | 2025-10-22 18:51:23
player1 | 3090 | Level 2 | 2025-10-22 18:51:23
player1 | 3100 | Level 2 | 2025-10-22 18:51:24
player1 | 3110 | Level 2 | 2025-10-22 18:51:24
player1 | 3120 | Level 2 | 2025-10-22 18:51:24
player1 | 3130 | Level 2 | 2025-10-22 18:51:24
player1 | 3140 | Level 2 | 2025-10-22 18:51:24
player1 | 3150 | Level 2 | 2025-10-22 18:51:24
player1 | 3160 | Level 2 | 2025-10-22 18:51:24
player1 | 3170 | Level 2 | 2025-10-22 18:51:24
player1 | 3180 | Level 2 | 2025-10-22 18:51:24
player1 | 3190 | Level 2 | 2025-10-22 18:51:24
player1 | 3200 | Level 2 | 2025-10-22 18:51:25
player1 | 3210 | Level 2 | 2025-10-22 18:51:25
player1 | 3220 | Level 2 | 2025-10-22 18:51:25
player1 | 3230 | Level 2 | 2025-10-22 18:51:25
player1 | 3240 | Level 2 | 2025-10-22 18:51:25
player1 | 3250 | Level 2 | 2025-10-22 18:51:25
player1 | 3260 | Level 2 | 2025-10-22 18:51:25
player1 | 3270 | Level 2 | 2025-10-22 18:51:25
player1 | 3280 | Level 2 | 2025-10-22 18:51:25
player1 | 3290 | Level 2 | 2025-10-22 18:51:25
player1 | 3300 | Level 2 | 2025-10-22 18:51:26
player1 | 3310 | Level 2 | 2025-10-22 18:51:26
player1 | 3320 | Level 2 | 2025-10-22 18:51:26
player1 | 3330 | Level 2 | 2025-10-22 18:51:26
player1 | 3340 | Level 2 | 2025-10-22 18:51:26
player1 | 3350 | Level 2 | 2025-10-22 18:51:26
player1 | 3360 | Level 2 | 2025-10-22 18:51:26
player1 | 3370 | Level 2 | 2025-10-22 18:51:26
player1 | 3380 | Level 2 | 2025-10-22 18:51:26
player1 | 3390 | Level 2 | 2025-10-22 18:51:26
player1 | 3400 | Level 2 | 2025-10-22 18:51:27
player1 | 3410 | Level 2 | 2025-10-22 18:51:27
player1 | 3420 | Level 2 | 2025-10-22 18:51:27
player1 | 3430 | Level 2 | 2025-10-22 18:51:27
player1 | 3440 | Level 2 | 2025-10-22 18:51:27
player1 | 3450 | Level 2 | 2025-10-22 18:51:27
player1 | 3460 | Level 2 | 2025-10-22 18:51:27
player1 | 3470 | Level 2 | 2025-10-22 18:51:27
player1 | 3480 | Level 2 | 2025-10-22 18:51:27
player1 | 3490 | Level 2 | 2025-10-22 18:51:27
player1 | 3500 | Level 2 | 2025-10-22 18:51:28
player1 | 3510 | Level 2 | 2025-10-22 18:51:28
player1 | 3520 | Level 2 | 2025-10-22 18:51:28
player1 | 3530 | Level 2 | 2025-10-22 18:51:28
player1 | 3540 | Level 2 | 2025-10-22 18:51:28
player1 | 3550 | Level 2 | 2025-10-22 18:51:28
player1 | 3560 | Level 2 | 2025-10-22 18:51:28
player1 | 3570 | Level 2 | 2025-10-22 18:51:28
player1 | 3580 | Level 2 | 2025-10-22 18:51:28
player1 | 3590 | Level 2 | 2025-10-22 18:51:28
player1 | 3600 | Level 2 | 2025-10-22 18:51:29
player1 | 3610 | Level 2 | 2025-10-22 18:51:29
player1 | 3620 | Level 2 | 2025-10-22 18:51:29
player1 | 3630 | Level 2 | 2025-10-22 18:51:29
player1 | 3640 | Level 2 | 2025-10-22 18:51:29
player1 | 3650 | Level 2 | 2025-10-22 18:51:29
player1 | 3660 | Level 2 | 2025-10-22 18:51:29
player1 | 3670 | Level 2 | 2025-10-22 18:51:29
player1 | 3680 | Level 2 | 2025-10-22 18:51:29
player1 | 3690 | Level 2 | 2025-10-22 18:51:29
player1 | 3700 | Level 2 | 2025-10-22 18:51:30
player1 | 3710 | Level 2 | 2025-10-22 18:51:30
player1 | 3720 | Level 2 | 2025-10-22 18:51:30
player1 | 3730 | Level 2 | 2025-10-22 18:51:30
player1 | 3740 | Level 2 | 2025-10-22 18:51:30
player1 | 3750 | Level 2 | 2025-10-22 18:51:30
player1 | 3760 | Level 2 | 2025-10-22 18:51:30
player1 | 3770 | Level 2 | 2025-10-22 18:51:30
player1 | 3780 | Level 2 | 2025-10-22 18:51:30
player1 | 3790 | Level 2 | 2025-10-22 18:51:30
player1 | 3800 | Level 2 | 2025-10-22 18:51:30
player1 | 3810 | Level 2 | 2025-10-22 18:51:31
player1 | 3820 | Level 2 | 2025-10-22 18:51:31
player1 | 3830 | Level 2 | 2025-10-22 18:51:31
player1 | 3840 | Level 2 | 2025-10-22 18:51:31
player1 | 3850 | Level 2 | 2025-10-22 18:51:31
player1 | 3860 | Level 2 | 2025-10-22 18:51:31
player1 | 3870 | Level 2 | 2025-10-22 18:51:31
player1 | 3880 | Level 2 | 2025-10-22 18:51:31
player1 | 3890 | Level 2 | 2025-10-22 18:51:31
player1 | 3900 | Level 2 | 2025-10-22 18:51:32
player1 | 3910 | Level 2 | 2025-10-22 18:51:32
player1 | 3920 | Level 2 | 2025-10-22 18:51:32
player1 | 3930 | Level 2 | 2025-10-22 18:51:32
player1 | 3940 | Level 2 | 2025-10-22 18:51:32
player1 | 3950 | Level 2 | 2025-10-22 18:51:32
player1 | 3960 | Level 2 | 2025-10-22 18:51:32
player1 | 3970 | Level 2 | 2025-10-22 18:51:32
player1 | 3980 | Level 2 | 2025-10-22 18:51:32
player1 | 3990 | Level 2 | 2025-10-22 18:51:32
player1 | 4000 | Level 2 | 2025-10-22 18:51:32
player1 | 4010 | Level 2 | 2025-10-22 18:51:33
player1 | 4020 | Level 2 | 2025-10-22 18:51:33
player1 | 4030 | Level 2 | 2025-10-22 18:51:33
player1 | 4040 | Level 2 | 2025-10-22 18:51:33
player1 | 4050 | Level 2 | 2025-10-22 18:51:33
player1 | 4060 | Level 2 | 2025-10-22 18:51:33
player1 | 4070 | Level 2 | 2025-10-22 18:51:33
player1 | 4080 | Level 2 | 2025-10-22 18:51:33
player1 | 4090 | Level 2 | 2025-10-22 18:51:33
player1 | 4100 | Level 2 | 2025-10-22 18:51:33
player1 | 4110 | Level 2 | 2025-10-22 18:51:34
player1 | 4120 | Level 2 | 2025-10-22 18:51:34
player1 | 4130 | Level 2 | 2025-10-22 18:51:34
player1 | 4140 | Level 2 | 2025-10-22 18:51:34
player1 | 4150 | Level 2 | 2025-10-22 18:51:34
player1 | 4160 | Level 2 | 2025-10-22 18:51:34
player1 | 4170 | Level 2 | 2025-10-22 18:51:34
player1 | 4180 | Level 2 | 2025-10-22 18:51:34
player1 | 4190 | Level 2 | 2025-10-22 18:51:34
player1 | 4200 | Level 2 | 2025-10-22 18:51:34
player1 | 4210 | Level 2 | 2025-10-22 18:51:35
player1 | 4220 | Level 2 | 2025-10-22 18:51:35
player1 | 4230 | Level 2 | 2025-10-22 18:51:35
player1 | 4240 | Level 2 | 2025-10-22 18:51:35
player1 | 4250 | Level 2 | 2025-10-22 18:51:35
player1 | 4260 | Level 2 | 2025-10-22 18:51:35
player1 | 4270 | Level 2 | 2025-10-22 18:51:35
player1 | 4280 | Level 2 | 2025-10-22 18:51:35
player1 | 4290 | Level 2 | 2025-10-22 18:51:35
player1 | 4300 | Level 2 | 2025-10-22 18:51:36
player1 | 4310 | Level 2 | 2025-10-22 18:51:36
player1 | 4320 | Level 2 | 2025-10-22 18:51:36
player1 | 4330 | Level 2 | 2025-10-22 18:51:36
player1 | 4340 | Level 2 | 2025-10-22 18:51:36
player1 | 4350 | Level 2 | 2025-10-22 18:51:36
player1 | 4360 | Level 2 | 2025-10-22 18:51:36
player1 | 4370 | Level 2 | 2025-10-22 18:51:36
player1 | 4380 | Level 2 | 2025-10-22 18:51:36
player1 | 4390 | Level 2 | 2025-10-22 18:51:36
player1 | 4400 | Level 2 | 2025-10-22 18:51:36
player1 | 4410 | Level 2 | 2025-10-22 18:51:36
player1 | 4420 | Level 2 | 2025-10-22 18:51:37
player1 | 4430 | Level 2 | 2025-10-22 18:51:37
player1 | 4440 | Level 2 | 2025-10-22 18:51:37
player1 | 4450 | Level 2 | 2025-10-22 18:51:37
player1 | 4460 | Level 2 | 2025-10-22 18:51:37
player1 | 4470 | Level 2 | 2025-10-22 18:51:37
player1 | 4480 | Level 2 | 2025-10-22 18:51:37
player1 | 4490 | Level 2 | 2025-10-22 18:51:37
player1 | 4500 | Level 2 | 2025-10-22 18:51:37
player1 | 4510 | Level 2 | 2025-10-22 18:51:37
player1 | 4520 | Level 2 | 2025-10-22 18:51:38
player1 | 4530 | Level 2 | 2025-10-22 18:51:38
player1 | 4540 | Level 2 | 2025-10-22 18:51:38
player1 | 4550 | Level 2 | 2025-10-22 18:51:38
player1 | 4560 | Level 2 | 2025-10-22 18:51:38
player1 | 4570 | Level 2 | 2025-10-22 18:51:38
player1 | 4580 | Level 2 | 2025-10-22 18:51:38
player1 | 4590 | Level 2 | 2025-10-22 18:51:38
player1 | 4600 | Level 2 | 2025-10-22 18:51:38
player1 | 4610 | Level 2 | 2025-10-22 18:51:38
player1 | 4620 | Level 2 | 2025-10-22 18:51:39
player1 | 4630 | Level 2 | 2025-10-22 18:51:39
player1 | 4640 | Level 2 | 2025-10-22 18:51:39
